Region,League,Year,Dataset,Team,Player,Pos,GP,WAR,WAR_per_game,CPS,repl_CPS,z_DMG_GOLD_ratio,z_CSPM,z_DPM_adj,z_neg_DTH,z_EGPM_adj,z_GD10_adj,z_XPD10_adj,z_KP_residual,z_KS_pct,z_CTR_adj_GD10,z_TLDPS,z_neg_DTH_adj,z_D_P15_adj,z_WCPM_type3,z_JSAD,z_CSD10_adj,z_CWPM_type3,z_WPM_type3
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,T1,Doran,Top,115,3.3944,0.03,-0.0639,-0.1711,,,,,,,0.0334,0.0255,,0.8126,0.3455,-2.1656,-0.6777,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,BNK FEARX,Clear,Top,95,2.9233,0.031,-0.0788,-0.1711,,,,,,,0.273,-0.2571,,-0.4084,-0.58,1.0192,-0.0412,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Dplus Kia,Siwoo,Top,131,-8.7699,-0.067,-0.4481,-0.1711,,,,,,,-0.9007,-1.1947,,0.0957,0.027,-0.2548,-0.393,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,KT Rolster,PerfecT,Top,95,-26.743,-0.282,-1.0157,-0.1711,,,,,,,-0.5431,-2.2333,,-1.3456,-1.1196,0.7013,-1.3331,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,T1,Oner,Jungle,115,36.3477,0.316,0.9775,-0.1705,,,,,1.8403,1.8427,,0.3223,,,,0.8188,,0.0915,1.0722,0.929,-1.2227,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,KT Rolster,Cuzz,Jungle,114,31.2808,0.274,0.8175,-0.1705,,,,,0.3688,1.6856,,0.8471,,,,1.2576,,1.7599,0.3599,1.0061,-0.8409,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Dplus Kia,Lucid,Jungle,131,17.2413,0.132,0.3741,-0.1705,,,,,-0.3354,0.7354,,0.6596,,,,0.278,,-0.1984,-0.2106,1.2791,1.1676,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION,Croco,Jungle,64,14.3219,0.224,0.2819,-0.1705,,,,,0.5923,0.1533,,0.9449,,,,-0.4882,,0.3631,0.1992,0.0085,-1.4664,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX,Sponge,Jungle,97,10.5519,0.109,0.1628,-0.1705,,,,,-0.4199,-0.7061,,0.0264,,,,-0.5852,,1.1482,0.3504,1.0912,0.2943,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Gen.G,Canyon,Jungle,121,6.2642,0.052,0.0274,-0.1705,,,,,0.9241,-0.2253,,-1.1352,,,,0.8548,,-1.7137,0.3995,0.4735,0.9047,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Nongshim RedForce,GIDEON,Jungle,117,2.9864,0.026,-0.0761,-0.1705,,,,,-0.0076,-0.6447,,-0.0472,,,,0.5914,,0.725,-0.6883,0.3863,-0.0201,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,BNK FEARX,Raptor,Jungle,105,2.385,0.023,-0.0951,-0.1705,,,,,0.0507,-0.6939,,0.372,,,,0.2221,,-0.2876,0.4444,-0.7539,-0.8729,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports,Peanut,Jungle,121,-2.385,-0.02,-0.2458,-0.1705,,,,,-0.1609,-0.2374,,-0.6987,,,,0.1087,,0.5058,-0.3108,-0.3136,-0.4368,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,DN SOOPers,Pyosik,Jungle,85,-8.4745,-0.1,-0.4381,-0.1705,,,,,-1.1922,-0.7115,,1.5063,,,,0.3285,,0.2169,-1.5478,-1.2572,0.6276,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Gen.G,Chovy,Middle,121,47.732,0.394,1.0436,-0.4639,0.5056,,2.0802,0.1967,2.2068,1.6547,1.9269,0.3304,0.0364,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,KT Rolster,Bdd,Middle,114,38.1339,0.335,0.7405,-0.4639,-0.2732,,-0.1374,0.8351,0.6164,1.5475,0.3228,1.4564,1.8082,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION,Clozer,Middle,101,28.5624,0.283,0.4381,-0.4639,-0.2605,,-0.3136,0.7495,0.2947,0.9151,0.8372,0.9758,0.4984,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,DN SOOPers,BuLLDoG,Middle,76,21.1072,0.278,0.2027,-0.4639,1.5588,,0.9711,-1.2333,-1.1671,0.273,0.9626,0.1958,-1.3271,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Dplus Kia,ShowMaker,Middle,131,19.1409,0.146,0.1406,-0.4639,-0.4768,,-0.4277,0.6869,0.0427,0.3135,-0.0564,0.6336,0.6933,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports,Zeka,Middle,121,17.1584,0.142,0.078,-0.4639,0.1782,,0.3447,0.1734,0.3768,0.46,-0.6534,-0.6337,0.4424,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Nongshim RedForce,Fisher,Middle,40,14.3848,0.36,-0.0096,-0.4639,0.8873,,0.7799,-1.0957,0.2887,-0.5529,-1.0958,-0.0961,0.2256,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,BNK FEARX,VicLa,Middle,97,6.4659,0.067,-0.2597,-0.4639,0.3723,,0.5565,-1.0432,-0.6328,-0.872,-0.0073,0.4004,-1.5077,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX,Ucal,Middle,58,0,0,-0.4639,-0.4639,-1.1772,,-0.9324,0.4616,0.4719,-1.5512,-0.7723,-0.3302,1.3083,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,T1,Faker,Middle,115,-2.6231,-0.023,-0.5468,-0.4639,0.2131,,0.3117,0.02,-0.2002,-1.3563,-0.5639,-1.384,-1.3513,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Nongshim RedForce,Calix,Middle,77,-3.4779,-0.045,-0.5738,-0.4639,-1.9724,,-1.2904,1.5072,0.3714,-0.465,0.2653,-1.6609,0.5423,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Dplus Kia,Aiming,ADC,131,25.3427,0.193,0.655,-0.1454,0.0023,1.179,0.6772,1.0872,0.658,0.4202,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports,Viper,ADC,121,24.2234,0.2,0.6196,-0.1454,0.4786,0.6206,1.0993,0.3795,0.6272,0.3292,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Gen.G,Ruler,ADC,121,22.248,0.184,0.5572,-0.1454,-0.1145,1.4401,1.0403,-0.1598,1.3836,0.2651,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,T1,Gumayusi,ADC,91,19.4509,0.214,0.4689,-0.1454,-0.0045,1.0562,1.0067,-0.244,0.7556,0.5821,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,BNK FEARX,Diable,ADC,105,17.9712,0.171,0.4222,-0.1454,-0.4082,0.6406,1.0743,-0.0319,1.0225,0.8034,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,DN SOOPers,Berserker,ADC,88,9.5392,0.108,0.1559,-0.1454,-0.5148,0.6756,-0.1699,0.7871,-0.1309,0.6426,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION,Hype,ADC,90,5.3621,0.06,0.0239,-0.1454,-0.0244,0.1498,-0.0432,0.2002,0.0029,-0.2369,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,KT Rolster,deokdam,ADC,106,3.2834,0.031,-0.0417,-0.1454,0.5008,-0.8652,0.1403,-0.3311,-0.0271,0.1273,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX,Teddy,ADC,62,0,0,-0.1454,-0.1454,-0.6764,-0.0749,-0.3269,0.1918,0.2807,0.2514,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Nongshim RedForce,Jiwoo,ADC,109,-4.2694,-0.039,-0.2803,-0.1454,0.2221,-0.98,0.0586,-0.8611,-0.2733,0.0314,,,,,,,,,,,,
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,T1,Keria,Support,115,45.4355,0.395,1.0631,-0.3719,,,,1.6719,,1.5228,,0.7451,,,,,,0.0193,,,1.1794,1.3291
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports,Delight,Support,121,31.7558,0.262,0.6311,-0.3719,,,,0.9648,,1.7014,,0.5619,,,,,,0.5749,,,-0.1808,-0.1391
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,BNK FEARX,Kellin,Support,105,25.7205,0.245,0.4404,-0.3719,,,,0.6759,,-1.5333,,1.372,,,,,,0.1278,,,1.23,0.8214
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,KT Rolster,Peter,Support,92,23.3989,0.254,0.3671,-0.3719,,,,-0.7053,,-0.2281,,0.1132,,,,,,2.2644,,,0.0383,-0.0125
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,DN SOOPers,Life,Support,80,11.076,0.138,-0.0221,-0.3719,,,,-0.5505,,0.0218,,0.1285,,,,,,0.7515,,,-0.9664,0.0898
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION,Pollu,Support,101,4.3653,0.043,-0.234,-0.3719,,,,-0.2654,,-1.2775,,0.064,,,,,,-1.0404,,,0.7173,0.7205
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Gen.G,Duro,Support,121,0.912,0.008,-0.3431,-0.3719,,,,0.6654,,-0.4051,,0.0355,,,,,,-1.3645,,,-0.693,-0.6014
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Dplus Kia,BeryL,Support,131,-2.7359,-0.021,-0.4583,-0.3719,,,,-1.3742,,1.0375,,-1.2595,,,,,,0.9024,,,-0.7107,-1.3309
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Nongshim RedForce,Lehends,Support,117,-4.8876,-0.042,-0.5263,-0.3719,,,,-0.8554,,0.5231,,-2.053,,,,,,-0.7318,,,0.3756,0.4348
Korea,LCK,2025,Cup + Rounds 1-2 + Road to MSI + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX,Andil,Support,87,-15.1644,-0.174,-0.8508,-0.3719,,,,-0.1334,,0.0053,,-0.7901,,,,,,-1.2172,,,-1.0898,-1.2266
Korea,LCK,2026,Split 1 + Cup,Hanwha Life Esports,Zeus,Top,27,24.7059,0.915,0.9412,-0.308,,,,,,,1.0087,0.9524,,1.4938,0.8995,-0.602,1.5739,,,,,
Korea,LCK,2026,Split 1 + Cup,Gen.G,Kiin,Top,35,19.478,0.557,0.6769,-0.308,,,,,,,0.6491,1.995,,0.7234,0.8471,0.4831,-1.5326,,,,,
Korea,LCK,2026,Split 1 + Cup,DN SOOPers,DuDu,Top,44,17.82,0.405,0.593,-0.308,,,,,,,0.7517,0.407,,0.3595,0.1643,1.3112,1.1792,,,,,
Korea,LCK,2026,Split 1 + Cup,KT Rolster,PerfecT,Top,31,10.7389,0.346,0.235,-0.308,,,,,,,0.8439,0.115,,1.1554,-0.3832,0.0034,-0.711,,,,,
Korea,LCK,2026,Split 1 + Cup,T1,Doran,Top,35,3.2145,0.092,-0.1455,-0.308,,,,,,,-0.391,-0.2199,,-0.0732,0.5437,-1.7297,0.3329,,,,,
Korea,LCK,2026,Split 1 + Cup,HANJIN BRION,Casting,Top,33,2.1851,0.066,-0.1975,-0.308,,,,,,,0.2488,-0.3541,,-0.4321,-0.7531,0.4729,-0.0082,,,,,
Korea,LCK,2026,Split 1 + Cup,Dplus Kia,Siwoo,Top,49,1.3688,0.028,-0.2388,-0.308,,,,,,,0.6247,-1.7446,,0.3642,-0.2142,-1.1015,-0.2423,,,,,
Korea,LCK,2026,Split 1 + Cup,Kiwoom DRX,Rich,Top,46,-0.4563,-0.01,-0.3311,-0.308,,,,,,,-1.4181,0.0445,,-0.8817,-0.115,0.8893,0.8885,,,,,
Korea,LCK,2026,Split 1 + Cup,BNK FEARX,Clear,Top,46,-8.1913,-0.178,-0.7222,-0.308,,,,,,,-0.4581,-0.6094,,-1.2895,-0.5783,-0.7083,-1.074,,,,,
Korea,LCK,2026,Split 1 + Cup,Nongshim RedForce,Kingen,Top,34,-9.9468,-0.293,-0.8109,-0.308,,,,,,,-1.8596,-0.5858,,-1.4198,-0.4108,0.9815,-0.4066,,,,,
Korea,LCK,2026,Split 1 + Cup,Hanwha Life Esports,Kanavi,Jungle,27,19.1656,0.71,0.7671,-0.2019,,,,,1.6158,2.0051,,0.2901,,,,-1.8303,,0.9095,1.1057,0.5416,-1.182,
Korea,LCK,2026,Split 1 + Cup,DN SOOPers,Pyosik,Jungle,44,10.71,0.243,0.3396,-0.2019,,,,,-0.5354,0.6026,,1.2345,,,,1.6917,,0.5876,-0.75,0.5418,0.923,
Korea,LCK,2026,Split 1 + Cup,Gen.G,Canyon,Jungle,35,8.7036,0.249,0.2382,-0.2019,,,,,1.6619,-0.3412,,-0.5374,,,,0.303,,-1.9342,1.3178,-0.7892,1.2507,
Korea,LCK,2026,Split 1 + Cup,Dplus Kia,Lucid,Jungle,49,5.9784,0.122,0.1004,-0.2019,,,,,-0.9058,0.2646,,-0.2468,,,,-1.1185,,0.2311,0.0112,2.2289,1.05,
Korea,LCK,2026,Split 1 + Cup,KT Rolster,Cuzz,Jungle,31,4.578,0.148,0.0296,-0.2019,,,,,-0.5597,0.4642,,0.0124,,,,-0.3364,,1.7149,-0.1751,-0.141,-0.3637,
Korea,LCK,2026,Split 1 + Cup,BNK FEARX,Raptor,Jungle,46,2.4531,0.053,-0.0779,-0.2019,,,,,-0.1891,0.235,,0.2146,,,,-0.1594,,-0.3602,0.3059,-0.811,-0.2393,
Korea,LCK,2026,Split 1 + Cup,HANJIN BRION,GIDEON,Jungle,33,0.7434,0.023,-0.1643,-0.2019,,,,,-0.6304,-0.1691,,0.7881,,,,0.2742,,0.2078,-1.4185,0.4724,-0.7482,
Korea,LCK,2026,Split 1 + Cup,Nongshim RedForce,Sponge,Jungle,34,-0.2478,-0.007,-0.2145,-0.2019,,,,,-0.4808,-0.7812,,1.1428,,,,-0.323,,-0.8953,-0.0906,-1.0804,-0.6344,
Korea,LCK,2026,Split 1 + Cup,Kiwoom DRX,Willer,Jungle,46,-4.9828,-0.108,-0.4539,-0.2019,,,,,-0.8664,-0.4613,,-0.79,,,,0.7952,,-0.1563,-0.7445,-0.1006,1.1825,
Korea,LCK,2026,Split 1 + Cup,T1,Oner,Jungle,35,-7.1659,-0.205,-0.5643,-0.2019,,,,,0.8899,-1.8187,,-2.1083,,,,0.7035,,-0.3048,0.438,-0.8626,-1.2386,
Korea,LCK,2026,Split 1 + Cup,Gen.G,Chovy,Middle,35,23.8361,0.681,0.8797,-0.3255,1.2464,,2.0436,0.5576,1.7276,0.8914,1.9072,-0.515,-0.4966,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Nongshim RedForce,Scout,Middle,34,22.1533,0.652,0.7946,-0.3255,0.0996,,1.4022,0.6842,0.9212,0.5507,0.6973,1.5374,0.9095,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Hanwha Life Esports,Zeka,Middle,27,19.6291,0.727,0.667,-0.3255,-0.3994,,0.0693,2.2187,0.7357,0.5621,-0.2459,1.1323,2.1488,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,KT Rolster,Bdd,Middle,31,18.6613,0.602,0.618,-0.3255,1.6179,,-0.3051,0.6719,-0.454,1.3144,0.3613,0.7715,-0.4582,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,BNK FEARX,VicLa,Middle,40,14.1138,0.353,0.3881,-0.3255,0.4961,,0.8598,-0.3064,0.2017,1.0652,0.4961,0.0741,-0.0716,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,DN SOOPers,Clozer,Middle,44,4.2168,0.096,-0.1123,-0.3255,-0.1289,,-0.5034,-0.2708,-0.6225,0.0176,0.7736,-0.3163,0.2057,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Kiwoom DRX,Ucal,Middle,46,2.0907,0.045,-0.2198,-0.3255,-1.3142,,-0.5385,0.5787,0.0828,-0.6012,-0.2421,0.2762,1.0368,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Dplus Kia,ShowMaker,Middle,49,1.6686,0.034,-0.2412,-0.3255,-0.6125,,-0.1949,-0.6289,-0.3294,0.5648,0.1481,-0.9319,0.3691,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,HANJIN BRION,Roamer,Middle,19,-1.6686,-0.088,-0.4099,-0.3255,0.1324,,-0.303,-0.3847,-1.794,-1.0379,-0.2231,0.3926,-0.6909,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,T1,Faker,Middle,35,-5.6901,-0.163,-0.6133,-0.3255,-0.4848,,-0.0157,-0.6419,0.3086,-0.1875,-0.8473,-1.6845,-1.1585,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,HANJIN BRION,Loki,Middle,14,-8.1916,-0.585,-0.7397,-0.3255,1.0574,,-1.5622,-1.6379,-1.4518,-1.6022,-2.1203,0.6761,-1.3505,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Dplus Kia,Smash,ADC,49,10.0007,0.204,0.4858,-0.0198,-0.6461,1.3156,0.5553,1.6292,0.3555,-0.5244,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,T1,Peyz,ADC,35,9.3629,0.268,0.4536,-0.0198,0.4937,0.6435,0.713,0.2317,0.1869,0.2054,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Hanwha Life Esports,Gumayusi,ADC,27,4.897,0.181,0.2278,-0.0198,0.2312,0.3793,0.0594,0.3471,0.1449,0.216,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,BNK FEARX,Diable,ADC,46,3.4355,0.075,0.1539,-0.0198,-0.5301,0.0697,0.6426,-0.0798,0.549,0.7918,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Kiwoom DRX,Jiwoo,ADC,35,2.8308,0.081,0.1233,-0.0198,0.3172,-1.4622,1.097,-0.3284,0.3441,0.5571,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,HANJIN BRION,Teddy,ADC,33,2.2083,0.067,0.0918,-0.0198,0.0811,0.1809,-0.2042,0.377,-0.4888,0.6586,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Gen.G,Ruler,ADC,35,1.8592,0.053,0.0742,-0.0198,-1.743,1.1431,0.3023,0.2616,1.349,0.3965,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Nongshim RedForce,Taeyoon,ADC,34,0.4345,0.013,0.0022,-0.0198,-0.0938,-0.6771,0.9436,-1.3242,0.2914,1.482,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,KT Rolster,Aiming,ADC,31,-0.4345,-0.014,-0.0418,-0.0198,-0.5848,0.646,-0.8326,1.2687,0.8233,-1.5582,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,Kiwoom DRX,LazyFeel,ADC,11,-12.0178,-1.093,-0.6275,-0.0198,2.3433,-0.4689,-2.1278,-1.7592,-2.1359,-0.4021,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,DN SOOPers,deokdam,ADC,44,-18.2649,-0.415,-0.9433,-0.0198,0.1313,-1.7701,-1.1486,-0.6237,-1.4193,-1.8226,,,,,,,,,,,,
Korea,LCK,2026,Split 1 + Cup,KT Rolster,Effort,Support,14,23.5162,1.68,0.9578,-0.2313,,,,0.0341,,-0.3776,,0.6959,,,,,,1.7415,,,1.4703,1.6863
Korea,LCK,2026,Split 1 + Cup,Hanwha Life Esports,Delight,Support,27,14.3485,0.531,0.4942,-0.2313,,,,0.342,,0.5024,,0.2447,,,,,,0.8183,,,0.0298,0.377
Korea,LCK,2026,Split 1 + Cup,BNK FEARX,Kellin,Support,46,13.6984,0.298,0.4614,-0.2313,,,,0.8624,,0.3302,,0.1536,,,,,,-0.137,,,1.1126,0.815
Korea,LCK,2026,Split 1 + Cup,HANJIN BRION,Namgung,Support,33,12.5397,0.38,0.4028,-0.2313,,,,-0.1409,,0.8771,,-0.1773,,,,,,0.7587,,,0.4242,0.6049
Korea,LCK,2026,Split 1 + Cup,DN SOOPers,Peter,Support,35,10.0854,0.288,0.2787,-0.2313,,,,-0.5956,,0.2942,,0.2205,,,,,,0.9529,,,-0.1543,0.5813
Korea,LCK,2026,Split 1 + Cup,T1,Keria,Support,35,9.79,0.28,0.2638,-0.2313,,,,0.8936,,0.2405,,-0.3652,,,,,,-1.1974,,,1.5498,1.2804
Korea,LCK,2026,Split 1 + Cup,Nongshim RedForce,Lehends,Support,34,5.8862,0.173,0.0664,-0.2313,,,,0.4788,,1.1762,,-0.4246,,,,,,0.157,,,0.1008,-0.6579
Korea,LCK,2026,Split 1 + Cup,Gen.G,Duro,Support,35,3.6789,0.105,-0.0452,-0.2313,,,,0.002,,-0.1124,,0.0359,,,,,,-0.0615,,,-0.0435,-0.4849
Korea,LCK,2026,Split 1 + Cup,Dplus Kia,Career,Support,49,-3.6789,-0.075,-0.4173,-0.2313,,,,0.4032,,-0.5322,,-0.0269,,,,,,-0.2748,,,-1.1946,-0.751
Korea,LCK,2026,Split 1 + Cup,Kiwoom DRX,Andil,Support,46,-5.7793,-0.126,-0.5235,-0.2313,,,,-0.3717,,-0.0177,,0.0938,,,,,,-0.5312,,,0.027,-1.3103
Korea,LCK,2026,Split 1 + Cup,KT Rolster,Ghost,Support,11,-12.1826,-1.108,-0.8472,-0.2313,,,,-0.7971,,-0.9591,,0.9627,,,,,,-1.3019,,,-1.7179,-1.9086
Korea,LCK CL,2026,Kickoff + Rounds 1-2,BNK FEARX Youth,Kangin,Top,34,20.2226,0.595,0.418,-0.0525,,,,,,,-0.3837,1.742,,0.9707,0.4959,0.2925,-0.462,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Nongshim Esports Academy,Janus,Top,50,20.1591,0.403,0.4165,-0.0525,,,,,,,0.1729,-0.5961,,1.1505,1.2303,-0.6027,0.4281,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Haetae,Top,50,13.8716,0.277,0.2702,-0.0525,,,,,,,1.0694,-1.9652,,0.4128,0.9766,-0.3946,0.3105,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,DN SOOPers Challengers,Lancer,Top,38,10.9188,0.287,0.2015,-0.0525,,,,,,,1.023,0.252,,0.7271,-0.5329,0.0518,-0.7309,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,Frog,Top,51,8.8058,0.173,0.1523,-0.0525,,,,,,,0.5856,-0.7968,,-0.1923,-0.0431,1.8867,-0.2358,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Jaehyuk,Top,30,1.1511,0.038,-0.0258,-0.0525,,,,,,,0.8425,0.0536,,0.3434,-0.97,0.8465,-1.3811,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Sero,Top,43,0.3559,0.008,-0.0443,-0.0525,,,,,,,0.4844,0.6055,,0.4267,-0.4304,-1.3985,-0.7276,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,Ripple,Top,30,-0.1186,-0.004,-0.0553,-0.0525,,,,,,,-0.885,-0.1221,,-0.7069,0.7425,-1.2457,2.2924,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,HANJIN BRION Challengers,DDahyuk,Top,33,-18.1804,-0.551,-0.4756,-0.0525,,,,,,,-1.048,0.0115,,-1.1829,-0.6432,0.7563,0.4732,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Panther,Top,39,-34.6022,-0.887,-0.8577,-0.0525,,,,,,,-1.8611,0.8156,,-1.9491,-0.8258,-0.1923,0.0332,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Sharvel,Jungle,30,30.5467,1.018,0.4982,-0.2125,,,,,0.9915,-0.9921,,-0.5165,,,,-0.0979,,2.0379,1.3274,1.0312,-0.7774,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Painter,Jungle,50,29.1543,0.583,0.4658,-0.2125,,,,,0.8715,1.547,,-1.0767,,,,-1.434,,0.2691,0.347,1.5027,1.2211,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Sylvie,Jungle,43,24.9811,0.581,0.3687,-0.2125,,,,,0.9334,-0.0659,,0.3387,,,,1.8551,,-0.6132,0.7937,-0.1277,0.0482,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Jackal,Jungle,39,19.0465,0.488,0.2306,-0.2125,,,,,0.0799,-0.2554,,2.2155,,,,0.6227,,-1.6167,-0.0968,-0.3669,-0.3813,
